Rank,Name,Gender
1218,Samuele Ricci,Male
1218,Ricardo Rodríguez,Male
1218,Jonathan Rodríguez,Male
1218,Youssouf Sabaly,Male
1218,Umar Sadiq,Male
1218,Matvey Safonov,Male
1218,Roland Sallai,Male
1218,Antonio Sanabria,Male
1218,Ibrahim Sangaré,Male
1218,Baptiste Santamaria,Male
1218,Marcos Leonardo,Male
1218,Daniel Bragança,Male
1218,Pablo Sarabia,Male
1218,Marvin Schwäbe,Male
1218,Nicolas Seiwald,Male
1218,Matz Sels,Male
1218,Suat Serdar,Male
1218,Giovanni Simeone,Male
1218,Luis Sinisterra,Male
1218,Oliver Skipp,Male
1218,Emile Smith Rowe,Male
1218,Florian Sotoca,Male
1218,Matías Soulé,Male
1218,Marco Sportiello,Male
1218,Jeremiah St. Juste,Male
1218,Anton Stach,Male
1218,Nicolae Stanciu,Male
1218,Josip Stanišić,Male
1218,Calvin Stengs,Male
1218,Kevin Stöger,Male
1218,Heorhii Sudakov,Male
1218,Yukinari Sugawara,Male
1218,Josip Šutalo,Male
1218,Mattias Svanberg,Male
1218,Mathys Tel,Male
1218,Arthur Theate,Male
1218,Malik Tillman,Male
1218,Lucas Torró,Male
1218,Óscar Trejo,Male
1218,Adrien Truffert,Male
1218,Konstantinos Tsimikas,Male
1218,Bruma,Male
1218,Martin Valjent,Male
1218,Sepp van den Berg,Male
1218,Jamie Vardy,Male
1218,Vesga,Male
1218,Elye Wahi,Male
1218,Wout Weghorst,Male
1218,Mitchell Weiser,Male
1218,Joe Willock,Male
1218,Patrick Wimmer,Male
1218,Maximilian Wöber,Male
1218,İsmail Yüksek,Male
1218,Illia Zabarnyi,Male
1218,Dan-Axel Zagadou,Male
1218,Nicola Zalewski,Male
1525,Salis Abdul Samed,Male
1525,Mohammed Abu Fani,Male
1525,Simon Adingra,Male
1525,Luis Advíncula,Male
1525,Michel Aebischer,Male
1525,Kristoffer Ajer,Male
1525,Maghnes Akliouche,Male
1525,Chuba Akpom,Male
1525,Rodrigo Aliendro,Male
1525,Stephen Eustáquio,Male
1525,Gabriel Arias,Male
1525,Santiago Ascacíbar,Male
1525,Taiwo Awoniyi,Male
1525,Hernani,Male
1525,Carlos Bacca,Male
1525,Eric Bailly,Male
1525,Tommaso Baldanzi,Male
1525,Taison,Male
1525,Enis Bardhi,Male
1525,Leandro Barreiro Martins,Male
1525,Pablo Barrios,Male
1525,Musa Barrow,Male
1525,Federico Baschirotto,Male
1525,Calvin Bassey,Male
1525,Augusto Batalla,Male
1525,Mourad Batna,Male
1525,Martin Baturina,Male
1525,Altay Bayındır,Male
1525,Ihlas Bebou,Male
1525,Sheraldo Becker,Male
1525,Raoul Bellanova,Male
1525,Héctor Bellerín,Male
1525,Patrick Berg,Male
1525,Sander Berge,Male
1525,Jordan Beyer,Male
1525,Miguel Borja,Male
1525,Hicham Boudaoui,Male
1525,Lucas Boyé,Male
1525,Malcom Braida,Male
1525,Josip Brekalo,Male
1525,Christian Burgess,Male
1525,Jonathan Burkardt,Male
1525,Georgiy Bushchan,Male
1525,Rémy Cabella,Male
1525,Mahdi Camara,Male
1525,Jaminton Campaz,Male
1525,Franco Cervi,Male
1525,Pedro Chirivella,Male
1525,Ryan Christie,Male
1525,Geny Catamo,Male
1525,Gustavo Cuéllar,Male
1525,Josh Cullen,Male
1525,Hugo Cuypers,Male
1525,Davidson,Male
1525,Mahmoud Dahoud,Male
1525,Ben Davies,Male
1525,Leif Davis,Male
1525,Maxim De Cuyper,Male
1525,Mattia De Sciglio,Male
1525,Johnny Cardoso,Male
1525,Alexsandro,Male
1525,Zeno Debast,Male
1525,Thomas Delaney,Male
1525,Merih Demiral,Male
1525,Kévin Denkey,Male
1525,Mouctar Diakhaby,Male
1525,Enzo Díaz,Male
1525,Junior Dina Ebimbe,Male
1525,Eren Dinkçi,Male
1525,Sofiane Diop,Male
1525,Kasper Dolberg,Male
1525,Rui Patrício,Male
1525,Désiré Doué,Male
1525,Martin Dúbravka,Male
1525,Chidera Ejuke,Male
1525,Hugo Ekitike,Male
1525,Bilal El Khannouss,Male
1525,Anthony Elanga,Male
1525,Nico Elvedi,Male
1525,Tiago Djaló,Male
1525,Wout Faes,Male
1525,Nicolò Fagioli,Male
1525,Abdul Fatawu,Male
1525,Leonardo Fernández,Male
1525,Valery,Male
1525,Álex Fernández,Male
1525,Jordan Ferri,Male
1525,Nicolás Figal,Male
1525,Alessandro Florenzi,Male
1525,Michael Folorunsho,Male
1525,Pablo Fornals,Male
1525,Morten Frendrup,Male
1525,Dani García,Male
1525,Joan García,Male
1525,Yannick Gerhardt,Male
1525,Bryan Gil,Male
1525,Mario Gila,Male
1525,Adrià Pedrosa,Male
1525,Andrei Girotto,Male
1525,Oscar Gloukh,Male
1525,Pierluigi Gollini,Male
1525,Toti,Male
1525,Gabriel Sara,Male
1525,Edgar,Male
1525,Gorosabel,Male
1525,Jeffrey Gouweleeuw,Male
1525,Demarai Gray,Male
1525,Idrissa Gueye,Male
1525,Robin Hack,Male
1525,Marcel Halstenberg,Male
1525,Gustavo Hamer,Male
1525,Andreas Hanche-Olsen,Male
1525,Amine Harit,Male
1525,Jack Harrison,Male
1525,Reo Hatate,Male
1525,Guilherme Sityá,Male
1525,Mads Hermansen,Male
1525,Aridane,Male
1525,Guido Herrera,Male
1525,Aaron Hickey,Male
1525,Adam Hložek,Male
1525,Tomáš Holeš,Male
1525,Gustav Isaksen,Male
1525,Ko Itakura,Male
1525,Luka Ivanušec,Male
1525,Mauro Júnior,Male
1525,Vitaly Janelt,Male
1525,Adnan Januzaj,Male
1525,Peter Vindahl Jensen,Male
1525,Josip Juranović,Male
1525,Ozan Kabak,Male
1525,Pavel Kadeřábek,Male
1525,Florian Kainz,Male
1525,Kaan Kairinen,Male
1525,Jesper Karlsson,Male
1525,Thilo Kehrer,Male
1525,Ryan Kent,Male
1525,Jakub Kiwior,Male
1525,Ansgar Knauff,Male
1525,Ghislain Konan,Male
1525,Kouadio Manu Koné,Male
1525,Dominik Kotarski,Male
1525,Christian Kouamé,Male
1525,Matěj Kovář,Male
1525,Rasmus Kristensen,Male
1525,Maxence Lacroix,Male
1525,Alban Lafont,Male
1525,Kenny Lala,Male
1525,Lee Jae Sung,Male
1525,Emerson Royal,Male
1525,Clément Lenglet,Male
1525,Rico Lewis,Male
1525,Sean Longstaff,Male
1525,Maxime Lopez,Male
1525,Fermín,Male
1525,Diego López,Male
1525,Deiver Machado,Male
1525,Tiago Silva,Male
1525,Arne Maier,Male
1525,Patrick Mainka,Male
1525,Tyrell Malacia,Male
1525,Rey Manaj,Male
1525,Aïssa Mandi,Male
1525,Orel Mangala,Male
1525,Marcano,Male
1525,Mika Mármol,Male
1525,Óscar Valentín,Male
1525,Adrián Martínez,Male
1525,Fernando,Male
1525,Arthur Masuaku,Male
1525,Clinton Mata,Male
1525,Azor Matusiwa,Male
1525,Mykola Matviienko,Male
1525,Stephy Mavididi,Male
1525,Kevin Mbabu,Male
1525,Melendo,Male
1525,Miguel Ángel Merentiel,Male
1525,Quentin Merlin,Male
1525,Thomas Meunier,Male
1525,Yerry Mina,Male
1525,João Paulo,Male
1525,Miranda,Male
1525,Álvaro Montero,Male
1525,Gonzalo Montiel,Male
1525,Morales,Male
1525,Alberto Moreno,Male
1525,Sam Morsy,Male
1525,Dany Mota,Male
1525,Harold Moukoudi,Male
1525,Steve Mounié,Male
1525,Marshall Munetsi,Male
1525,Jacob Murphy,Male
1525,Petar Musa,Male
1525,Fran Navarro,Male
1525,Youssouf Ndayishimiye,Male
1525,Tanguy Ndombele,Male
1525,Florian Neuhaus,Male
1525,Sikou Niakaté,Male
1525,Moussa Niakhaté,Male
1525,Rasmus Nicolaisen,Male
1525,Eddie Nketiah,Male
1525,Anthony Nwakaeme,Male
1525,Ørjan Nyland,Male
1525,Odriozola,Male
1525,Nick Olij,Male
1525,Paul Ebere Onuachu,Male
1525,Bright Osayi-Samuel,Male
1525,Salih Özcan,Male
1525,Filip Panák,Male
1525,Fabiano Parisi,Male
1525,Strahinja Pavlović,Male
1525,Carles Pérez,Male
1525,Portu,Male
1525,Beñat Prados,Male
1525,Grischa Prömel,Male
1525,Robin Pröpper,Male
1525,Eduardo Quaresma,Male
1525,Cryzan,Male
1525,Raíllo,Male
1525,Pepe Reina,Male
1525,Luiz Júnior,Male
1525,Mateo Retegui,Male
1525,Chris Richards,Male
1525,Manuel Riemann,Male
1525,Lucas Robertone,Male
1525,Igor Thiago,Male
1525,Morato,Male
1525,Pedro,Male
1525,Dani Rodríguez,Male
1525,Marcos Rojo,Male
1525,Vitor Roque,Male
1525,Daniele Rugani,Male
1525,Aitor Ruibal,Male
1525,Abel Ruiz,Male
1525,Michal Sadílek,Male
1525,Ismael Saibari,Male
1525,Fashion Sakala,Male
1525,Mohammed Salisu,Male
1525,Philippe Sandler,Male
1525,Morgan Sanson,Male
1525,Michael Santos,Male
1525,Danilo,Male
1525,Fábio Martins,Male
1525,Ismaïla Sarr,Male
1525,Antoine Semenyo,Male
1525,Tuta,Male
1525,Marco Silvestri,Male
1525,Moses Simon,Male
1525,Oumar Solet,Male
1525,Manor Solomon,Male
1525,Riccardo Sottil,Male
1525,Willian Arão,Male
1525,Jindřich Staněk,Male
1525,Taras Stepanenko,Male
1525,Gabriel Strefezza,Male
1525,Cristhian Stuani,Male
1525,Alex Suárez,Male
1525,Crysencio Summerville,Male
1525,Adrien Tameze,Male
1525,Marcus Tavernier,Male
1525,David Carmo,Male
1525,Nathan Tella,Male
1525,Kenny Tete,Male
1525,Corentin Tolisso,Male
1525,Lucas Tousart,Male
1525,Bertrand Traoré,Male
1525,Manu Trigueros,Male
1525,Cengiz Ünder,Male
1525,Myrto Uzuni,Male
1525,Branco van den Boomen,Male
1525,Jan Paul van Hecke,Male
1525,Joël Veltman,Male
1525,Bart Verbruggen,Male
1525,Arthur Vermeeren,Male
1525,Jannik Vestergaard,Male
1525,Kevin Volland,Male
1525,Kyle Walker-Peters,Male
1525,Adam Webster,Male
1525,Danny Welbeck,Male
1525,Timon Wellenreuther,Male
1525,Neco Williams,Male
1525,Harry Winks,Male
1525,Chris Wood,Male
1525,Zaydou Youssouf,Male
1525,Rodrigo Zalazar,Male
1525,Michael Zetterer,Male
1525,Adem Zorgane,Male
1525,Oleksandr Zubkov,Male
1888,Yunis Abdelhamid,Male
1888,Laurent Abergel,Male
1888,Zakaria Aboukhlal,Male
1888,Ché Adams,Male
1888,Elijah Adebayo,Male
1888,Ola Aina,Male
1888,Firas Al Birekan,Male
1888,Musa Al Tamari,Male
1888,Oberdan,Male
1888,Gastón Álvarez,Male
1888,Juan Cruz,Male
1888,Samu,Male
1888,Mohamed Amoura,Male
1888,Ethan Ampadu,Male
1888,Nordin Amrabat,Male
1888,Elliot Anderson,Male
1888,Houssem Aouar,Male
1888,Claudio Aquino,Male
1888,Cameron Archer,Male
1888,Copete,Male
1888,Adam Armstrong,Male
1888,Kristjan Asllani,Male
1888,Jordan Ayew,Male
1888,Kaan Ayhan,Male
1888,Iddrisu Baba,Male
1888,Cédric Bakambu,Male
1888,Dilane Bakwa,Male
1888,Michel Ange Balikwisha,Male
1888,Adam Bareiro,Male
1888,Kike Barja,Male
1888,Barrenetxea,Male
1888,Riechedly Bazoer,Male
1888,Jean-Ricner Bellegarde,Male
1888,Tomás Belmonte,Male
1888,Lucas Beltrán,Male
1888,Adrián Bernabé,Male
1888,Juan Bernat,Male
1888,Jaka Bijol,Male
1888,Andre Blake,Male
1888,Artem Bondarenko,Male
1888,Fabio Borini,Male
1888,Conor Bradley,Male
1888,Alberto Brignoli,Male
1888,Marius Bülter,Male
1888,Javier Burrai,Male
1888,Jamie Bynoe-Gittens,Male
1888,Tom Cairney,Male
1888,Duje Ćaleta-Car,Male
1888,Sergi Cardona,Male
1888,Vitinha,Male
1888,Jean-Charles Castelletto,Male
1888,Alessio Castro-Montes,Male
1888,Santi Cazorla,Male
1888,Ricardo Batista,Male
1888,Zeki Çelik,Male
1888,Edwuin Cetré,Male
1888,Fedor Chalov,Male
1888,Tomás Chancalay,Male
1888,Conor Chaplin,Male
1888,Rayan Cherki,Male
1888,Joris Chotard,Male
1888,Jack Clarke,Male
1888,Saúl Coco,Male
1888,Massimo Coda,Male
1888,Nathan Collins,Male
1888,Santiago Colombatto,Male
1888,Santi Comesaña,Male
1888,Andrea Consigli,Male
1888,Maxwel Cornet,Male
1888,Eric Curbelo,Male
1888,Tomáš Čvančara,Male
1888,Danilo D'Ambrosio,Male
1888,José Fonte,Male
1888,Otávio,Male
1888,Andrew,Male
1888,Bobby De Cordova-Reid,Male
1888,Aderllan Santos,Male
1888,Enrico Delprato,Male
1888,Moussa Dembélé,Male
1888,Leander Dendoncker,Male
1888,Arthur Desmas,Male
1888,Federico Di Francesco,Male
1888,Amad Diallo,Male
1888,Krépin Diatta,Male
1888,Mory Diaw,Male
1888,Matías Dituro,Male
1888,Alexander Domínguez,Male
1888,Niklas Dorsch,Male
1888,Mateus,Male
1888,Abdoulaye Doucouré,Male
1888,Flynn Downes,Male
1888,Aleksandar Dragović,Male
1888,Bartłomiej Drągowski,Male
1888,Radu Drăgușin,Male
1888,Léo Duarte,Male
1888,Odsonne Edouard,Male
1888,Maximilian Eggestein,Male
1888,Magnus Wolff Eikrem,Male
1888,Neil El Aynaoui,Male
1888,Jawad El Yamiq,Male
1888,Embarba,Male
1888,Cristian Espinoza,Male
1888,Giovanni Fabbian,Male
1888,Frank Fabra,Male
1888,Marco Davide Faraoni,Male
1888,Bernardo,Male
1888,Guillermo Fernández,Male
1888,Jesus Ferreira,Male
1888,Marco Friedl,Male
1888,Angelo Fulgini,Male
1888,Mijat Gaćinović,Male
1888,James Garner,Male
1888,Dániel Gazdag,Male
1888,Yann Gboho,Male
1888,Billy Gilmour,Male
1888,Ben Godfrey,Male
1888,Víctor Gómez,Male
1888,Cristo González,Male
1888,Leandro González Pirez,Male
1888,Kamil Grabara,Male
1888,Jacob Greaves,Male
1888,Albert Grønbæk,Male
1888,Marko Grujić,Male
1888,Marco Grüll,Male
1888,Cristian Guanca,Male
1888,Javi Guerra,Male
1888,Ander Guevara,Male
1888,Pape Gueye,Male
1888,Frédéric Guilbert,Male
1888,Marcel Hartel,Male
1888,Taylor Harwood-Bellis,Male
1888,Jack Hendry,Male
1888,Gastón Hernández,Male
1888,Luís Hernández,Male
1888,Nicolas Höfler,Male
1888,Hong Hyeon Seok,Male
1888,Timo Hübers,Male
1888,Odion Ighalo,Male
1888,Stanislav Iljutcenko,Male
1888,Franco Israel,Male
1888,Kristijan Jakić,Male
1888,Daniel James,Male
1888,Jo Hyeon Woo,Male
1888,Alistair Johnston,Male
1888,James Justin,Male
1888,Thomas Kaminski,Male
1888,Atakan Karazor,Male
1888,Michael Keane,Male
1888,Mandela Keita,Male
1888,Lloyd Kelly,Male
1888,Rani Khedira,Male
1888,Ki Sung Yueng,Male
1888,Cédric Kipré,Male
1888,Derrick Köhn,Male
1888,Philipp Köhn,Male
1888,Dominik Kohr,Male
1888,Aboubakary Koita,Male
1888,Giannis Konstantelias,Male
1888,Tom Krauß,Male
1888,Victor Kristiansen,Male
1888,Nikola Krstović,Male
1888,Jan Kuchta,Male
1888,Qazim Laçi,Male
1888,Tariq Lamptey,Male
1888,Manuel Lanzini,Male
1888,Cyle Larin,Male
1888,Jørgen Strand Larsen,Male
1888,Jamaal Lascelles,Male
1888,Romeo Lavia,Male
1888,Jérémy Le Douaron,Male
1888,Cristian Lema,Male
1888,Jesper Lindstrøm,Male
1888,Marko Livaja,Male
1888,Robin Lod,Male
1888,Enzo Loiodice,Male
1888,Leonardo,Male
1888,Jordan Lotomba,Male
1888,Costinha,Male
1888,Eduard Löwen,Male
1888,Jhonatan,Male
1888,Saša Lukić,Male
1888,Senne Lynen,Male
1888,Giangiacomo Magnani,Male
1888,Hugo Magnetti,Male
1888,Ainsley Maitland-Niles,Male
1888,Víctor Ignacio Malcorra,Male
1888,Dennis Man,Male
1888,Daniel Mancini,Male
1888,Federico Mancuello,Male
1888,Petros Mantalos,Male
1888,Pablo Marí,Male
1888,Răzvan Marin,Male
1888,Eric Martel,Male
1888,Gonzalo Martínez,Male
1888,Toni Martínez,Male
1888,Josep Martínez,Male
1888,Omar Mascarell,Male
1888,Georgios Masouras,Male
1888,Philipp Max,Male
1888,Alexandru Maxim,Male
1888,Brandon Mechele,Male
1888,Cristian Medina,Male
1888,Nampalys Mendy,Male
1888,Junior Messias,Male
1888,Alexander Meyer,Male
1888,James Milner,Male
1888,Mingueza,Male
1888,Mostafa Mohamed,Male
1888,Nikola Moro,Male
1888,Kevin Müller,Male
1888,Rodrigo Muniz,Male
1888,Arijanet Murić,Male
1888,Yunus Musah,Male
1888,Darlington Nagbe,Male
1888,Nahitan Nández,Male
1888,Amath Ndiaye,Male
1888,Iliman Ndiaye,Male
1888,Dan Ndoye,Male
1888,Reiss Nelson,Male
1888,Jota,Male
1888,Bart Nieuwkoop,Male
1888,Tijjani Noslin,Male
1888,Jake O'Brien,Male
1888,Warmed Omari,Male
1888,Bećir Omeragić,Male
1888,Raphael Onyedika,Male
1888,Henry Onyekuru,Male
1888,Jayden Oosterwolde,Male
1888,Aimar Oroz,Male
1888,Francisco Ortega,Male
1888,Azzedine Ounahi,Male
1888,Joseph Paintsil,Male
1888,Sebastián Palacios,Male
1888,Alexandros Paschalakis,Male
1888,Luca Pellegrini,Male
1888,Rubén Peña,Male
1888,David Costa,Male
1888,Mathias Pereira Lage,Male
1888,Enzo Pérez,Male
1888,Nehuén Pérez,Male
1888,Lucas Pérez,Male
1888,Jaden Philogene,Male
1888,Diogo Leite,Male
1888,Joel Pohjanpalo,Male
1888,Ezequiel Ponce,Male
1888,Marin Pongračić,Male
1888,Denys Popov,Male
1888,Ángelo Preciado,Male
1888,Vako,Male
1888,Jarell Quansah,Male
1888,Nemanja Radonjić,Male
1888,Sandro,Male
1888,Chris Ramos,Male
1888,Milot Rashica,Male
1888,Nicolas Raskin,Male
1888,Harrison Reed,Male
1888,Fabian Reese,Male
1888,Sérgio Oliveira,Male
1888,Panagiotis Retsos,Male
1888,Rodrigo Rey,Male
1888,Giovanni Reyna,Male
1888,Luis Rioja,Male
1888,Joel Robles,Male
1888,Joe Rodon,Male
1888,Fábio Cardoso,Male
1888,Paulo Oliveira,Male
1888,Sebastián Rodríguez,Male
1888,Diego Rodríguez,Male
1888,Morgan Rogers,Male
1888,Merlin Röhl,Male
1888,Matías Rojas,Male
1888,Benjamín Rollheiser,Male
1888,Zaid Romero,Male
1888,Pablo Rosario,Male
1888,Diego Rossi,Male
1888,Anthony Rouault,Male
1888,Daniel Felipe Ruiz,Male
1888,Georginio Rutter,Male
1888,Wesley Saïd,Male
1888,Eduardo Salvio,Male
1888,Lazar Samardžić,Male
1888,Albert Sambi Lokonga,Male
1888,Zaidu Sanusi,Male
1888,Yusuf Sarı,Male
1888,Martín Satriano,Male
1888,Keven Schlotterbeck,Male
1888,Romano Schmid,Male
1888,Rob Schoofs,Male
1888,Bruno Varela,Male
1888,Lawrence Shankland,Male
1888,Ben Sheaf,Male
1888,Vincent Sierro,Male
1888,David Silva,Male
1888,Douglas Augusto,Male
1888,Asger Sørensen,Male
1888,Junior Sornoza,Male
1888,Borna Sosa,Male
1888,Ramón Sosa,Male
1888,Boubakary Soumaré,Male
1888,Stijn Spierings,Male
1888,Jens Stage,Male
1888,Jason Steele,Male
1888,Renato Steffen,Male
1888,Sem Steijn,Male
1888,Miroslav Stevanović,Male
1888,Luis Javier Suárez,Male
1888,Denis Suárez,Male
1888,Pavel Šulc,Male
1888,Jonas Svensson,Male
1888,Mile Svilar,Male
1888,Sammie Szmodics,Male
1888,Terrats,Male
1888,Tetê,Male
1888,Adrien Thomasson,Male
1888,Guus Til,Male
1888,Tarik Tissoudali,Male
1888,Hamed Traorè,Male
1888,Adama Traoré,Male
1888,Mike Trésor,Male
1888,Christopher Trimmel,Male
1888,Christos Tzolis,Male
1888,Felix Uduokhai,Male
1888,Aurélio Buta,Male
1888,Samuel Umtiti,Male
1888,Josha Vagnoman,Male
1888,Cote,Male
1888,Donny van de Beek,Male
1888,Maarten Vandevoordt,Male
1888,Barnabás Varga,Male
1888,Ruben Vargas,Male
1888,Franco Vázquez,Male
1888,Kevin,Male
1888,Alan Velasco,Male
1888,Alejo Veliz,Male
1888,Simone Verdi,Male
1888,Iñigo Vicente,Male
1888,Domagoj Vida,Male
1888,Nacho Vidal,Male
1888,Rodrigo Villagra,Male
1888,Martin Vitík,Male
1888,Kevin Vogt,Male
1888,Aster Vranckx,Male
1888,Kai Wagner,Male
1888,Harry Wilson,Male
1888,Andriy Yarmolenko,Male
1888,Ryan Yates,Male
1888,Kristoffer Zachariassen,Male
1888,Bryan Zaragoza,Male
1888,Robin Zentner,Male
1888,Ramiz Zerrouki,Male
1888,Walker Zimmerman,Male
1888,Philip Zinckernagel,Male
1888,Steven Zuber,Male
1888,Robert Žulj,Male
2318,Liel Abada,Male
2318,Akor Jerome Adams,Male
2318,Anel Ahmedhodžić,Male
2318,Ludovic Ajorque,Male
2318,Akieme,Male
2318,Kevin Akpoguma,Male
2318,Ali Al Bulayhi,Male
2318,Sultan Al Ghannam,Male
2318,Rubén Alcaraz,Male
2318,Samú Costa,Male
2318,Sergio Álvarez,Male
2318,Vinícius,Male
2318,Tiago Gouveia,Male
2318,Julian Araujo,Male
2318,Arribas,Male
2318,Takuma Asano,Male
2318,Lorenz Assignon,Male
2318,Eduard Atuesta,Male
2318,Ludwig Augustinsson,Male
2318,Gabriel Ávalos,Male
2318,Ousseynou Ba,Male
2318,Nedim Bajrami,Male
2318,Patrick Bamford,Male
2318,Keidi Bare,Male
2318,Vasilios Barkas,Male
2318,Nahuel Barrios,Male
2318,Toma Bašić,Male
2318,Gelson Martins,Male
2318,Jan Bednarek,Male
2318,Armel Bella Kotchap,Male
2318,László Bénes,Male
2318,Manuel Benson,Male
2318,Christian Benteke,Male
2318,Samuele Birindelli,Male
2318,Antonio Blanco,Male
2318,Rubén Blanco,Male
2318,Arnaud Bodart,Male
2318,Valeriy Bondar,Male
2318,Sebastiaan Bornauw,Male
2318,Rubén Botta,Male
2318,Edoardo Bove,Male
2318,David Brooks,Male
2318,Josh Brownhill,Male
2318,Matteo Brunori,Male
2318,Pavel Bucha,Male
2318,Tajon Buchanan,Male
2318,Adam Buksa,Male
2318,Wouter Burger,Male
2318,Juan David Cabal,Male
2318,Leandro Cabrera,Male
2318,Anthony Caci,Male
2318,Nicolò Cambiaghi,Male
2318,Todd Cantwell,Male
2318,Elia Caprile,Male
2318,Dani Cárdenas,Male
2318,Caro,Male
2318,Ramiro Carrera,Male
2318,Léo Baptistão,Male
2318,Fábio Carvalho,Male
2318,Vitor Carvalho,Male
2318,Milton Casco,Male
2318,Daniele Casiraghi,Male
2318,Leonardo Castro,Male
2318,Jonny,Male
2318,Matías Catalán,Male
2318,Daniel Cataño,Male
2318,Václav Černý,Male
2318,Ilias Chair,Male
2318,Muhammed Cham,Male
2318,Calum Chambers,Male
2318,Walid Cheddira,Male
2318,Mohamed-Ali Cho,Male
2318,Tomáš Chorý,Male
2318,Mojmír Chytil,Male
2318,Pathé Ciss,Male
2318,Viktor Claesson,Male
2318,Nathaniel Clyne,Male
2318,Conor Coady,Male
2318,Timothé Cognat,Male
2318,Séamus Coleman,Male
2318,Facundo Colidio,Male
2318,Omar Colley,Male
2318,Tomás Conechny,Male
2318,Joaquín Correa,Male
2318,Brayan Cortés,Male
2318,Logan Costa,Male
2318,Lassana Coulibaly,Male
2318,Alessio Cragno,Male
2318,Aaron Cresswell,Male
2318,Andrés Cubas,Male
2318,Jorge Cuenca,Male
2318,Patrick Cutrone,Male
2318,Lucas Da Cunha,Male
2318,Finn Dahmen,Male
2318,Patson Daka,Male
2318,Flavius Daniliuc,Male
2318,Mohamed Daramy,Male
2318,Pablo De Blasis,Male
2318,Maracás,Male
2318,Pedro De la Vega,Male
2318,Natan,Male
2318,Vinicius Souza,Male
2318,Dani de Wit,Male
2318,Brecht Dejaegere,Male
2318,Pedrinho,Male
2318,Stefano Denswil,Male
2318,Habib Diallo,Male
2318,Damián Díaz,Male
2318,Ismael Díaz,Male
2318,Leandro Díaz,Male
2318,Mohammed Diomande,Male
2318,Andy Diouf,Male
